Id,LotArea,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MoSold,YrSold,SaleCondition,SalePrice,SaleType
1189,8935,CollgCr,2Story,7,5,2002,2002,Gd,TA,No,Unf,0,Unf,0,831,831,831,829,1660,0,0,2,1,3,Gd,7,Attchd,2002.0,RFn,2,493,TA,TA,144,68,0,0,0,0,NA,NA,7,2009,Normal,195000,WD
1190,7500,Gilbert,2Story,7,5,1999,1999,TA,TA,No,Unf,0,Unf,0,994,994,1028,776,1804,0,0,2,1,3,Gd,7,Attchd,1999.0,Fin,2,442,TA,TA,140,60,0,0,0,0,NA,NA,6,2010,Normal,189000,WD
1191,32463,Mitchel,1Story,4,4,1961,1975,TA,TA,Av,BLQ,1159,Unf,0,90,1249,1622,0,1622,1,0,1,0,3,TA,7,2Types,1975.0,Fin,4,1356,TA,TA,439,0,0,0,0,0,NA,NA,3,2007,Normal,168000,WD
1192,2645,Somerst,2Story,8,5,1999,2000,Gd,TA,No,Unf,0,Unf,0,776,776,764,677,1441,0,0,2,1,2,Gd,5,Detchd,1999.0,Unf,2,492,TA,TA,206,0,0,0,0,0,NA,NA,11,2007,Normal,174000,WD
1193,9600,OldTown,1.5Fin,5,8,1925,1994,TA,TA,Mn,Unf,0,Unf,0,702,702,842,630,1472,0,0,1,0,3,Gd,6,Detchd,1925.0,Unf,1,250,TA,Fa,0,0,84,0,0,0,NA,GdWo,7,2007,Normal,125000,WD
1194,4500,Mitchel,1Story,6,5,1999,1999,Ex,TA,No,GLQ,883,Unf,0,341,1224,1224,0,1224,1,0,2,0,2,TA,5,Attchd,1999.0,Fin,2,402,TA,TA,0,304,0,0,0,0,NA,NA,6,2009,Normal,165000,WD
1195,9364,Sawyer,2Story,6,7,1969,1969,TA,TA,No,ALQ,371,Unf,0,292,663,663,689,1352,0,0,1,1,4,TA,7,Attchd,1969.0,Fin,1,299,TA,TA,379,36,0,0,0,0,NA,MnPrv,3,2010,Normal,158000,WD
1196,8029,Gilbert,2Story,6,5,2005,2005,Gd,TA,No,Unf,0,Unf,0,728,728,728,728,1456,0,0,2,1,3,Gd,8,Attchd,2005.0,Fin,2,400,TA,TA,100,24,0,0,0,0,NA,NA,7,2008,Normal,176000,WD
1197,14054,Gilbert,2Story,7,5,2006,2006,Gd,TA,Av,Unf,0,Unf,0,879,879,879,984,1863,0,0,2,1,4,Gd,9,BuiltIn,2006.0,Fin,3,660,TA,TA,100,17,0,0,0,0,NA,NA,11,2006,Partial,219210,New
1198,8850,OldTown,2.5Unf,7,6,1916,1950,TA,TA,No,Unf,0,Unf,0,815,815,815,875,1690,0,0,1,0,3,TA,7,Detchd,1916.0,Unf,1,225,TA,TA,0,0,330,0,0,0,NA,NA,7,2006,Normal,144000,ConLw
1199,9100,CollgCr,1Story,7,5,2001,2001,Gd,TA,No,Unf,0,Unf,0,1212,1212,1212,0,1212,0,0,2,0,3,Gd,6,Attchd,2001.0,RFn,2,573,TA,TA,356,0,0,0,0,0,NA,NA,6,2009,Normal,178000,WD
1200,11235,Sawyer,1Story,4,5,1963,1979,TA,TA,No,Rec,547,Unf,0,504,1051,1382,0,1382,0,0,1,1,3,TA,6,Attchd,1974.0,Unf,2,459,TA,TA,0,82,0,0,0,0,NA,NA,10,2006,Normal,148000,WD
1201,9353,NAmes,1Story,4,5,1970,1970,TA,TA,No,Unf,0,Unf,0,864,864,864,0,864,0,0,1,0,3,TA,5,Attchd,1972.0,Unf,1,280,TA,TA,0,0,0,0,0,0,NA,NA,7,2006,Abnorml,116050,Oth
1202,10400,CollgCr,2Story,7,5,1998,1998,Gd,TA,Av,Unf,0,Unf,0,866,866,866,913,1779,0,0,2,1,3,Gd,6,Attchd,1998.0,RFn,2,546,TA,TA,198,36,0,0,0,0,NA,NA,3,2009,Normal,197900,WD
1203,6000,BrkSide,1.5Fin,5,8,1925,1997,TA,TA,No,Unf,0,Unf,0,884,884,884,464,1348,1,0,1,0,3,TA,5,Detchd,1960.0,Unf,1,216,TA,TA,0,0,208,0,0,0,NA,NA,5,2009,Normal,117000,WD
1204,9750,CollgCr,1Story,7,5,2000,2001,Gd,TA,No,Unf,0,Unf,0,1630,1630,1630,0,1630,0,0,2,0,3,Gd,6,Attchd,2000.0,Unf,2,451,TA,TA,74,234,0,0,0,0,NA,NA,10,2009,Normal,213000,WD
1205,10140,NWAmes,1Story,5,6,1975,1975,Gd,TA,No,ALQ,788,Unf,0,268,1056,1074,0,1074,1,0,1,1,3,TA,6,Attchd,1975.0,RFn,2,495,TA,TA,0,88,0,0,0,0,NA,MnPrv,7,2006,Normal,153500,WD
1206,14684,SawyerW,1Story,7,7,1990,1991,Gd,TA,Mn,ALQ,485,BLQ,177,1496,2158,2196,0,2196,0,0,2,0,3,Gd,7,Attchd,1990.0,RFn,3,701,TA,TA,84,70,0,0,0,0,NA,NA,6,2009,Normal,271900,WD
1207,8900,SawyerW,1Story,4,4,1966,1966,TA,TA,No,Rec,1056,Unf,0,0,1056,1056,0,1056,1,0,1,0,2,TA,5,Detchd,1966.0,Unf,1,384,TA,TA,0,42,0,0,0,0,NA,MnPrv,11,2006,Normal,107000,WD
1208,9135,CollgCr,1Story,6,5,2003,2003,Gd,TA,Av,GLQ,340,Unf,0,1342,1682,1700,0,1700,1,0,2,0,3,Gd,7,Attchd,2003.0,RFn,2,544,TA,TA,192,23,0,0,0,0,NA,NA,5,2006,Normal,200000,WD
1209,7763,NAmes,1Story,5,7,1962,1980,TA,TA,No,Rec,504,BLQ,108,319,931,1283,0,1283,1,0,1,0,3,TA,6,Detchd,1980.0,Unf,2,506,TA,TA,0,0,0,0,0,0,NA,NA,10,2008,Normal,140000,WD
1210,10182,Somerst,1Story,8,5,2006,2006,Ex,TA,Mn,GLQ,1220,Unf,0,440,1660,1660,0,1660,1,0,2,0,3,Gd,8,Attchd,2006.0,RFn,2,500,TA,TA,322,50,0,0,0,0,NA,NA,5,2006,Partial,290000,New
1211,11218,SawyerW,2Story,6,5,1992,1992,Gd,TA,No,Unf,0,Unf,0,1055,1055,1055,790,1845,0,0,2,1,3,Gd,8,Attchd,1992.0,RFn,2,462,TA,TA,635,104,0,0,0,0,NA,GdPrv,5,2010,Normal,189000,WD
1212,12134,Gilbert,1.5Fin,8,7,1988,2005,Gd,TA,Av,GLQ,427,Unf,0,132,559,1080,672,1752,0,0,2,0,4,TA,8,Basment,1988.0,RFn,2,492,TA,TA,325,12,0,0,0,0,NA,NA,6,2010,Normal,164000,WD
1213,9340,Edwards,1Story,4,6,1941,1950,TA,TA,No,Rec,344,Unf,0,328,672,672,0,672,1,0,1,0,2,TA,4,Attchd,1941.0,Unf,1,234,TA,TA,0,113,0,0,0,0,NA,NA,8,2009,Normal,113000,WD
1214,10246,Sawyer,SLvl,4,9,1965,2001,TA,Gd,Av,GLQ,648,Unf,0,0,648,960,0,960,1,1,0,0,0,TA,3,Attchd,1965.0,Unf,1,364,TA,TA,88,0,0,0,0,0,NA,NA,5,2006,Normal,145000,WD
1215,10205,NAmes,SFoyer,5,5,1962,1962,TA,TA,Av,BLQ,784,Unf,0,141,925,999,0,999,1,0,1,0,3,TA,6,Attchd,1962.0,Unf,1,300,TA,TA,150,72,0,0,0,0,NA,NA,5,2006,Normal,134500,WD
1216,7094,Sawyer,1Story,5,5,1966,1966,TA,TA,No,Rec,180,LwQ,374,340,894,894,0,894,0,0,1,0,3,TA,5,Detchd,1966.0,RFn,1,384,TA,TA,0,0,0,0,0,0,NA,MnPrv,5,2007,Normal,125000,WD
1217,8930,Sawyer,1.5Fin,6,5,1978,1978,NA,NA,NA,NA,0,NA,0,0,0,1318,584,1902,0,0,2,0,4,TA,8,Attchd,1978.0,Unf,2,539,TA,TA,0,0,0,0,0,0,NA,NA,4,2010,Normal,112000,WD
1218,8640,Somerst,1Story,8,5,2009,2009,Gd,TA,Mn,GLQ,936,Unf,0,364,1300,1314,0,1314,1,0,2,0,3,Gd,6,Attchd,2009.0,RFn,2,552,TA,TA,135,112,0,0,0,0,NA,NA,9,2009,Partial,229456,New
1219,6240,BrkSide,1.5Fin,4,5,1947,1950,NA,NA,NA,NA,0,NA,0,0,0,672,240,912,0,0,1,0,2,TA,3,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,NA,NA,7,2006,Normal,80500,WD
1220,1680,BrDale,2Story,6,5,1971,1971,TA,TA,No,Unf,0,Unf,0,672,672,672,546,1218,0,0,1,1,3,TA,7,NA,NA,NA,0,0,NA,NA,201,0,0,0,0,0,NA,NA,4,2006,Abnorml,91500,WD
1221,7800,NAmes,1Story,5,5,1964,1964,TA,TA,No,Rec,312,LwQ,600,0,912,912,0,912,0,0,1,0,2,TA,5,Attchd,1964.0,Unf,1,288,TA,TA,0,0,0,0,0,0,NA,NA,11,2006,Abnorml,115000,WD
1222,8250,Sawyer,1Story,5,5,1968,1968,TA,TA,No,BLQ,250,LwQ,492,210,952,1211,0,1211,0,0,1,0,3,TA,5,Attchd,1968.0,Unf,1,322,TA,TA,0,63,0,0,0,0,NA,NA,8,2008,Normal,134000,WD
1223,10496,NAmes,1.5Fin,6,6,1949,1950,TA,TA,Mn,Rec,196,Unf,0,844,1040,1168,678,1846,0,0,2,0,3,TA,7,Attchd,1949.0,Unf,1,315,TA,TA,0,0,0,0,0,0,NA,GdWo,1,2007,Normal,143000,WD
1224,10680,NAmes,1Story,5,3,1951,1951,TA,Fa,No,LwQ,756,Unf,0,1380,2136,2136,0,2136,0,0,2,0,4,TA,7,Detchd,1951.0,Unf,2,528,TA,TA,0,30,0,0,0,0,NA,MnPrv,10,2006,Normal,137900,WD
1225,15384,Gilbert,2Story,7,5,2004,2005,Gd,TA,Av,GLQ,724,Unf,0,64,788,788,702,1490,1,0,2,1,3,Gd,8,Attchd,2004.0,Fin,2,388,TA,TA,100,75,0,0,0,0,NA,NA,2,2008,Normal,184000,WD
1226,10482,NAmes,SLvl,6,8,1958,1958,TA,TA,Av,GLQ,507,Unf,0,81,588,1138,0,1138,0,1,1,0,3,TA,6,Attchd,1958.0,RFn,1,264,TA,TA,224,0,0,0,0,0,NA,MnWw,6,2007,Normal,145000,WD
1227,14598,Somerst,2Story,6,5,2007,2007,Gd,TA,Mn,Unf,0,Unf,0,894,894,894,1039,1933,0,0,2,1,4,Gd,9,BuiltIn,2007.0,Fin,3,668,TA,TA,100,18,0,0,0,0,NA,NA,1,2008,Normal,214000,WD
1228,8872,NAmes,1Story,5,8,1965,2008,TA,TA,No,ALQ,595,Unf,0,317,912,912,0,912,1,0,1,0,2,Gd,5,Detchd,1992.0,Unf,2,576,TA,TA,0,240,0,0,0,0,NA,NA,12,2008,Normal,147000,WD
1229,8769,NridgHt,1Story,9,5,2008,2008,Ex,TA,No,GLQ,1540,Unf,0,162,1702,1702,0,1702,1,0,1,1,1,Ex,7,Attchd,2008.0,Fin,3,1052,TA,TA,0,72,0,0,224,0,NA,NA,10,2008,Partial,367294,New
1230,7910,NAmes,SLvl,5,5,1960,1960,TA,TA,No,ALQ,666,Unf,0,409,1075,1507,0,1507,0,0,2,0,4,TA,7,Basment,1960.0,Unf,1,404,TA,TA,0,0,0,0,0,0,NA,GdWo,8,2008,Normal,127000,WD
1231,18890,Sawyer,1.5Fin,5,5,1977,1977,Gd,TA,No,GLQ,498,Rec,211,652,1361,1361,1259,2620,0,0,2,2,4,TA,12,BuiltIn,1977.0,RFn,2,600,TA,TA,155,24,145,0,0,0,NA,NA,8,2007,Normal,190000,WD
1232,7728,NAmes,SLvl,5,6,1962,1962,TA,TA,Av,ALQ,803,Unf,0,303,1106,1190,0,1190,1,0,1,0,3,TA,6,Attchd,1962.0,Unf,2,540,TA,TA,0,18,0,0,0,0,NA,GdWo,5,2006,Normal,132500,WD
1233,9842,NAmes,1Story,4,5,1962,1962,NA,NA,NA,NA,0,NA,0,0,0,1224,0,1224,0,0,2,0,2,TA,6,CarPort,1962.0,Unf,2,462,TA,TA,0,0,0,0,0,0,NA,NA,3,2007,Normal,101800,WD
1234,12160,NAmes,1Story,5,5,1959,1959,TA,TA,No,Rec,1000,Unf,0,188,1188,1188,0,1188,1,0,1,0,3,TA,6,Attchd,1959.0,RFn,2,531,TA,TA,0,0,0,0,0,0,NA,MnPrv,5,2010,Abnorml,142000,COD
1235,8525,SWISU,2Story,5,6,1911,1950,TA,TA,Av,Unf,0,Unf,0,940,940,1024,940,1964,0,0,1,1,4,TA,7,NA,NA,NA,0,0,NA,NA,0,192,0,0,0,0,NA,NA,11,2008,Abnorml,130000,WD
1236,13132,Crawfor,2Story,5,5,1914,1950,Gd,TA,Mn,Unf,0,Unf,0,747,747,892,892,1784,0,0,1,1,4,TA,9,Detchd,1914.0,Unf,1,180,Fa,Fa,203,40,0,0,0,0,NA,NA,7,2006,Normal,138887,WD
1237,2628,NridgHt,2Story,7,5,2003,2003,Gd,TA,No,Unf,0,Unf,0,764,764,764,862,1626,0,0,2,1,2,Gd,6,BuiltIn,2003.0,RFn,2,474,TA,TA,0,27,0,0,0,0,NA,NA,6,2010,Normal,175500,WD
1238,12393,CollgCr,2Story,7,5,2004,2005,Gd,TA,No,Unf,0,Unf,0,847,847,847,1101,1948,0,0,2,1,4,Gd,8,BuiltIn,2004.0,Fin,2,434,TA,TA,100,48,0,0,0,0,NA,NA,9,2006,Normal,195000,WD
1239,13072,SawyerW,1Story,6,5,2005,2005,Gd,TA,No,Unf,0,Unf,0,1141,1141,1141,0,1141,0,0,1,1,3,TA,6,Detchd,2005.0,Unf,2,484,TA,TA,0,0,0,0,0,0,NA,NA,3,2006,Abnorml,142500,WD
1240,9037,Timber,1Story,8,5,2006,2006,Gd,TA,Av,GLQ,428,Unf,0,1048,1476,1484,0,1484,0,0,2,0,2,Ex,6,Attchd,2006.0,RFn,2,472,TA,TA,120,33,0,0,0,0,NA,NA,12,2007,Normal,265900,WD
1241,8158,CollgCr,2Story,7,5,2003,2003,Gd,TA,No,GLQ,550,Unf,0,334,884,884,884,1768,1,0,2,1,3,Gd,8,Attchd,2003.0,RFn,2,543,TA,TA,0,63,0,0,0,0,NA,NA,7,2008,Normal,224900,WD
1242,9849,Somerst,1Story,7,6,2007,2007,Gd,TA,Av,Unf,0,Unf,0,1689,1689,1689,0,1689,0,0,2,0,3,Gd,7,Attchd,2007.0,RFn,3,954,TA,TA,0,56,0,0,0,0,NA,NA,6,2007,Partial,248328,New
1243,10625,NWAmes,SFoyer,7,6,1974,1974,Gd,TA,Gd,GLQ,885,LwQ,168,0,1053,1173,0,1173,1,0,2,0,3,Gd,6,Attchd,1974.0,RFn,2,528,TA,TA,0,120,0,0,0,0,NA,MnPrv,1,2010,Family,170000,WD
1244,13891,NridgHt,1Story,10,5,2006,2006,Ex,Gd,Gd,GLQ,1386,Unf,0,690,2076,2076,0,2076,1,0,2,1,2,Ex,7,Attchd,2006.0,Fin,3,850,TA,TA,216,229,0,0,0,0,NA,NA,9,2006,Partial,465000,New
1245,11435,Crawfor,2Story,8,7,1929,1950,Gd,TA,No,Unf,0,Unf,0,792,792,792,725,1517,0,0,1,0,3,Gd,7,Detchd,1931.0,Unf,2,400,TA,TA,0,0,0,0,0,0,NA,NA,6,2006,Normal,230000,WD
1246,12090,NWAmes,SLvl,6,7,1984,2003,Gd,TA,No,Unf,0,Unf,0,585,585,1140,728,1868,0,0,3,1,3,TA,7,BuiltIn,1984.0,Fin,2,477,TA,TA,268,112,0,0,147,0,NA,NA,1,2007,Abnorml,178000,WD
1247,8125,Somerst,2Story,7,5,2005,2006,Gd,TA,No,Unf,0,Unf,0,756,756,756,797,1553,0,0,2,1,3,Gd,6,Attchd,2005.0,RFn,2,615,TA,TA,0,45,0,0,0,0,NA,NA,3,2006,Partial,186500,New
1248,12328,Mitchel,SLvl,6,5,1976,1976,TA,TA,Av,GLQ,539,Unf,0,473,1012,1034,0,1034,1,0,1,0,3,TA,6,Attchd,1976.0,Unf,3,888,TA,TA,0,0,0,0,0,0,NA,NA,5,2010,Normal,169900,WD
1249,9600,OldTown,2.5Unf,6,5,1917,1950,Gd,TA,No,Rec,319,Unf,0,416,735,1134,924,2058,0,0,1,1,3,TA,8,Detchd,1950.0,Unf,2,396,Fa,Fa,0,0,259,0,0,0,NA,NA,4,2008,Normal,129500,WD
1250,7200,NAmes,1Story,5,7,1950,1950,TA,TA,No,BLQ,534,Rec,96,246,876,988,0,988,0,0,1,0,3,TA,6,Attchd,1950.0,Unf,1,276,TA,TA,0,80,0,0,0,0,NA,NA,5,2007,Normal,119000,WD
1251,11160,NAmes,1Story,7,5,1968,1968,TA,TA,No,ALQ,1065,Unf,0,1045,2110,2110,0,2110,1,0,2,1,3,Ex,8,Attchd,1968.0,Fin,2,522,TA,TA,0,0,0,0,0,0,NA,NA,4,2010,Normal,244000,WD
1252,3136,NridgHt,1Story,7,5,2003,2003,Gd,TA,No,Unf,0,Unf,0,1405,1405,1405,0,1405,0,0,2,0,2,Gd,6,Attchd,2003.0,RFn,2,478,TA,TA,148,36,0,0,0,0,NA,NA,3,2006,Normal,171750,WD
1253,9858,Mitchel,1Story,5,6,1968,1968,TA,TA,No,BLQ,510,Unf,0,354,864,874,0,874,1,0,1,0,3,TA,5,Attchd,1968.0,RFn,1,288,TA,TA,33,0,0,0,0,0,NA,GdWo,11,2009,Normal,130000,WD
1254,17542,Veenker,2Story,7,7,1974,2003,TA,TA,Gd,LwQ,125,ALQ,1031,36,1192,1516,651,2167,1,0,2,1,3,Gd,9,Attchd,1974.0,RFn,2,518,TA,TA,220,47,0,0,0,0,NA,MnPrv,7,2007,Normal,294000,WD
1255,6931,Edwards,2Story,7,5,2003,2004,Gd,TA,No,Unf,0,Unf,0,746,746,760,896,1656,0,0,2,1,3,Gd,7,BuiltIn,2003.0,Fin,2,397,TA,TA,178,128,0,0,0,0,NA,NA,7,2008,Normal,165400,WD
1256,6240,BrkSide,1.5Fin,6,6,1931,1950,TA,Fa,No,LwQ,425,Unf,0,459,884,959,408,1367,0,0,1,0,3,TA,6,Detchd,1978.0,Unf,1,560,TA,TA,0,0,0,0,120,0,NA,NA,11,2007,Normal,127500,WD
1257,14303,NoRidge,1Story,8,5,1994,1994,Gd,TA,Gd,GLQ,1314,Unf,0,672,1986,1987,0,1987,1,0,2,0,2,Gd,7,Attchd,1994.0,Fin,2,691,TA,TA,262,36,0,0,0,0,NA,NA,8,2008,Normal,301500,WD
1258,4060,Edwards,1Story,5,8,1922,1950,Fa,TA,No,Unf,0,Unf,0,864,864,864,0,864,0,0,1,0,2,TA,4,NA,NA,NA,0,0,NA,NA,0,96,0,0,0,0,NA,NA,7,2009,Normal,99900,WD
1259,9587,Gilbert,SLvl,7,5,2005,2005,Gd,TA,Gd,GLQ,655,Unf,0,201,856,1166,0,1166,1,0,2,0,2,Gd,5,Attchd,2005.0,Fin,2,400,TA,TA,212,0,0,0,0,0,NA,NA,7,2008,Normal,190000,WD
1260,9750,NAmes,1Story,6,8,1969,1969,Gd,TA,No,ALQ,602,LwQ,438,14,1054,1054,0,1054,1,0,1,1,3,TA,6,Attchd,1969.0,Unf,2,460,TA,TA,180,0,0,0,80,0,NA,NA,7,2008,Normal,151000,WD
1261,24682,Gilbert,2Story,6,5,1999,1999,Gd,TA,No,Unf,0,Unf,0,841,841,892,783,1675,0,0,2,1,3,TA,7,BuiltIn,1999.0,Fin,2,502,TA,TA,0,103,0,0,0,0,NA,NA,6,2009,Normal,181000,WD
1262,9600,NAmes,1Story,5,6,1956,1956,TA,TA,No,Rec,504,Unf,0,546,1050,1050,0,1050,0,0,1,0,2,TA,5,Attchd,1956.0,Unf,1,338,TA,TA,0,0,0,0,0,0,NA,NA,6,2009,Normal,128900,WD
1263,11250,ClearCr,1.5Fin,4,5,1957,1989,TA,TA,Av,Unf,0,Unf,0,1104,1104,1104,684,1788,1,0,1,0,5,TA,8,Attchd,1957.0,Unf,1,304,TA,TA,120,0,0,0,0,0,NA,NA,11,2009,Normal,161500,WD
1264,13515,BrkSide,2Story,6,6,1919,1950,TA,TA,No,Unf,0,Unf,0,764,764,1060,764,1824,0,0,1,0,3,TA,8,Detchd,1940.0,Unf,2,520,TA,TA,0,0,126,0,0,0,NA,GdPrv,7,2007,Normal,180500,WD
1265,4060,NAmes,1Story,6,5,1998,1999,Gd,TA,No,GLQ,266,Unf,0,1139,1405,1337,0,1337,1,0,2,0,2,Gd,5,Attchd,1998.0,Fin,2,511,TA,TA,144,68,0,0,0,0,NA,NA,8,2008,Abnorml,181000,COD
1266,3735,Somerst,2Story,7,5,1999,1999,Gd,TA,No,GLQ,450,Unf,0,241,691,713,739,1452,1,0,2,1,3,Gd,6,Detchd,1999.0,Unf,2,506,TA,TA,0,34,0,0,0,0,NA,NA,3,2006,Normal,183900,WD
1267,10120,OldTown,2.5Unf,7,4,1910,1950,TA,TA,No,Unf,0,Unf,0,925,925,964,925,1889,0,0,1,1,4,TA,9,Detchd,1960.0,Unf,1,308,TA,TA,0,0,264,0,0,0,NA,MnPrv,1,2007,Normal,122000,WD
1268,13214,Timber,1Story,9,5,2008,2009,Ex,TA,Gd,Unf,0,Unf,0,2002,2002,2018,0,2018,0,0,2,0,3,Ex,10,Attchd,2009.0,Fin,3,746,TA,TA,144,76,0,0,0,0,NA,NA,5,2010,Normal,378500,WD
1269,14100,Crawfor,1.5Fin,8,9,1935,1997,TA,TA,Mn,Rec,192,Unf,0,536,728,1968,1479,3447,0,0,3,1,4,Gd,11,BuiltIn,1982.0,Unf,3,1014,TA,TA,314,12,0,0,0,0,NA,GdWo,5,2008,Normal,381000,WD
1270,11344,NAmes,1.5Fin,5,5,1958,1958,TA,TA,No,BLQ,460,Unf,0,414,874,874,650,1524,0,0,1,1,3,TA,7,Attchd,1958.0,Unf,1,315,TA,TA,0,0,0,0,0,0,NA,GdWo,7,2007,Normal,144000,WD
1271,23595,ClearCr,1Story,7,6,1979,1979,Gd,TA,Gd,GLQ,1258,Unf,0,74,1332,1332,192,1524,2,0,0,1,0,Gd,4,Attchd,1979.0,Fin,2,586,TA,TA,268,0,0,0,0,0,NA,NA,4,2010,Normal,260000,WD
1272,9156,NWAmes,1Story,6,7,1968,1968,TA,TA,No,Unf,0,Unf,0,1489,1489,1489,0,1489,0,0,2,0,3,Gd,7,Attchd,1968.0,RFn,2,462,TA,TA,0,0,0,0,0,0,NA,NA,8,2009,Normal,185750,WD
1273,13526,Sawyer,1Story,5,6,1965,1965,TA,TA,No,BLQ,560,LwQ,375,0,935,935,0,935,1,0,1,0,3,TA,5,Attchd,1965.0,Unf,1,288,TA,TA,180,0,0,0,0,0,NA,MnPrv,11,2006,Normal,137000,WD
1274,11512,Edwards,SLvl,6,7,1959,2006,TA,TA,Av,ALQ,719,Unf,0,300,1019,1357,0,1357,1,0,1,0,2,Ex,5,Basment,1959.0,RFn,1,312,TA,TA,0,0,0,0,163,0,NA,GdPrv,5,2008,Normal,177000,WD
1275,5362,Crawfor,1.5Fin,5,6,1910,2003,TA,TA,No,Unf,0,Unf,0,661,661,661,589,1250,0,0,2,0,3,TA,8,Detchd,1985.0,Unf,2,552,TA,TA,242,0,81,0,0,0,NA,NA,11,2007,Normal,139000,WD
1276,11345,NAmes,2Story,5,5,1948,1950,TA,TA,No,Rec,220,Unf,0,708,928,928,992,1920,0,0,2,0,4,TA,10,Detchd,1948.0,Unf,2,400,TA,Fa,0,0,0,0,0,0,NA,NA,7,2007,Normal,137000,WD
1277,12936,NWAmes,2Story,6,6,1972,1972,TA,Gd,No,BLQ,593,Unf,0,130,723,735,660,1395,0,1,1,1,3,TA,6,Attchd,1972.0,Unf,2,497,TA,TA,294,116,0,0,0,0,NA,NA,12,2009,Normal,162000,WD
1278,17871,NWAmes,SLvl,6,5,1967,1976,Gd,TA,Av,ALQ,528,Unf,0,1152,1680,1724,0,1724,1,0,1,1,3,TA,7,Attchd,1967.0,RFn,2,480,TA,TA,0,0,0,0,0,0,NA,NA,6,2009,Normal,197900,WD
1279,9473,CollgCr,2Story,8,5,2002,2002,Gd,TA,No,GLQ,804,Unf,0,324,1128,1128,903,2031,1,0,2,1,3,Gd,7,Attchd,2002.0,RFn,2,577,TA,TA,0,211,0,0,0,0,NA,NA,3,2008,Normal,237000,WD
1280,7500,IDOTRR,1.5Fin,4,4,1920,1950,TA,TA,No,Unf,0,Unf,0,698,698,698,430,1128,0,0,1,0,2,TA,6,Detchd,1980.0,RFn,2,528,TA,TA,30,0,164,0,0,0,NA,NA,4,2010,Abnorml,68400,COD
1281,9808,CollgCr,1Story,7,5,2002,2002,Gd,TA,No,GLQ,788,Unf,0,785,1573,1573,0,1573,1,0,2,0,3,Gd,6,Attchd,2002.0,RFn,2,544,TA,TA,0,72,0,0,0,0,NA,NA,3,2009,Normal,227000,WD
1282,8049,Timber,1Story,7,5,1990,1990,Gd,TA,No,ALQ,1053,Unf,0,256,1309,1339,0,1339,1,0,2,0,2,TA,6,Attchd,1990.0,Fin,2,484,Gd,Gd,0,58,0,0,90,0,NA,NA,7,2006,Normal,180000,WD
1283,8800,CollgCr,1Story,5,7,1977,2008,Gd,TA,Mn,LwQ,532,Rec,144,364,1040,1040,0,1040,0,0,2,0,3,Gd,5,Detchd,1977.0,Unf,2,484,TA,TA,0,0,0,0,288,0,NA,NA,9,2009,Normal,150500,WD
1284,9400,Mitchel,2Story,6,5,1971,1971,TA,TA,Av,Unf,0,Unf,0,912,912,912,912,1824,0,0,2,2,4,TA,8,NA,NA,NA,0,0,NA,NA,128,0,0,0,0,0,NA,NA,4,2010,Normal,139000,WD
1285,9638,SWISU,1.5Fin,6,7,1919,1990,TA,TA,No,Unf,0,Unf,0,804,804,1699,748,2447,0,0,2,0,4,Gd,10,Detchd,1969.0,Unf,1,336,TA,TA,272,0,42,0,116,0,NA,NA,3,2010,Normal,169000,WD
1286,6000,BrkSide,1.5Fin,6,6,1939,1950,TA,TA,No,Unf,0,Unf,0,780,780,825,587,1412,0,0,1,0,4,TA,6,Detchd,1939.0,Unf,1,280,TA,TA,45,0,0,0,0,0,NA,NA,5,2009,Normal,132500,WD
1287,9790,NWAmes,1Story,6,5,1963,1963,TA,TA,No,ALQ,569,Rec,81,678,1328,1328,0,1328,1,0,1,1,3,TA,6,Attchd,1963.0,Unf,2,528,TA,TA,0,26,0,0,0,0,NA,NA,6,2010,Normal,143000,WD
1288,36500,ClearCr,1Story,5,5,1964,1964,TA,TA,Av,Rec,812,Unf,0,812,1624,1582,0,1582,0,1,2,0,4,TA,7,Attchd,1964.0,Unf,2,390,TA,TA,168,198,0,0,0,0,NA,NA,6,2006,Normal,190000,WD
1289,5664,StoneBr,1Story,8,5,2000,2000,Gd,TA,No,GLQ,1158,Unf,0,343,1501,1659,0,1659,1,0,2,0,2,Ex,5,Attchd,2000.0,Fin,2,499,TA,TA,212,59,0,0,0,0,NA,NA,10,2009,Normal,278000,WD
1290,11065,NridgHt,2Story,8,5,2006,2006,Gd,TA,Mn,Unf,0,Unf,0,1085,1085,1120,850,1970,0,0,2,1,3,Ex,8,BuiltIn,2006.0,Fin,3,753,TA,TA,177,74,0,0,0,0,NA,NA,10,2006,Partial,281000,New
